WRK,SEX,OCC_CODE,OCC_TITLE,H_MEAN
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
2.0,1.0,111021,General and Operations Managers,54.41
1.0,2.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
1.0,1.0,111021,General and Operations Managers,54.41
